fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-14,Villazon,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP MILI GAS,12000.0,
2026-09-14,Villazon,DIESEL OIL IMPORTADO GRACO,Diesel Oil Importado,DIESEL_IMPORTADO,MINERA KORISUNQU S.A.,20000.0,
2026-09-14,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. VILLAZON,8000.0,
2026-09-14,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. COTRANSUD R.L.,8000.0,
2026-09-14,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. 20 DE MAYO LTDA.,8000.0,
2026-09-14,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. VILLAZON,20000.0,
2026-09-14,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. COTRANSUD R.L.,20000.0,
2026-09-14,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. 20 DE MAYO LTDA.,20000.0,
2026-09-11,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. VILLAZON,10000.0,
2026-09-11,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. COTRANSUD R.L.,10000.0,
2026-09-11,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. 20 DE MAYO LTDA.,10000.0,
2026-09-11,Villazon,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP MILI GAS,12000.0,
2026-09-11,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. VILLAZON,20000.0,
2026-09-11,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. COTRANSUD R.L.,20000.0,
2026-09-11,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. 20 DE MAYO LTDA.,20000.0,
2026-09-10,Villazon,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP MILI GAS,9000.0,
2026-09-10,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. VILLAZON,10000.0,
2026-09-10,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. COTRANSUD R.L.,10000.0,
2026-09-10,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. 20 DE MAYO LTDA.,10000.0,
2026-09-10,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. VILLAZON,20000.0,
2026-09-10,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. COTRANSUD R.L.,20000.0,
2026-09-10,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. 20 DE MAYO LTDA.,20000.0,
2026-09-09,Villazon,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP MILI GAS,9000.0,
2026-09-09,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. VILLAZON,5000.0,
2026-09-09,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. COTRANSUD R.L.,5000.0,
2026-09-09,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. 20 DE MAYO LTDA.,5000.0,
2026-09-09,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. VILLAZON,20000.0,
2026-09-09,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. COTRANSUD R.L.,20000.0,
2026-09-09,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. 20 DE MAYO LTDA.,20000.0,
2026-09-08,Villazon,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP MILI GAS,5000.0,
2026-09-08,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. VILLAZON,5000.0,
2026-09-08,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. COTRANSUD R.L.,5000.0,
2026-09-08,Villazon,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,EE.SS. 20 DE MAYO LTDA.,5000.0,
2026-09-08,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. VILLAZON,20000.0,
2026-09-08,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. COTRANSUD R.L.,20000.0,
2026-09-08,Villazon,DIESEL OIL IMPORTADO EESS,Diesel Oil Importado,DIESEL_IMPORTADO,EE.SS. 20 DE MAYO LTDA.,20000.0,
2026-09-07,Villazon,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTR. GLP MILI GAS,5000.0,
