fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-14,Zona Comercial Puerto Suarez,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,GRUPO LDC S.R.L.,4000.0,
2026-09-14,Zona Comercial Puerto Suarez,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS MARGAS S.R.L,3000.0,
2026-09-14,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO LIDO S.R.L.,10000.0,
2026-09-14,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,GASOLINERIA KINKO S.R.L.,25000.0,
2026-09-14,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,PUERTO S.R.L,15000.0,
2026-09-12,Zona Comercial Puerto Suarez,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,GRUPO LDC S.R.L.,2500.0,
2026-09-12,Zona Comercial Puerto Suarez,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS MARGAS S.R.L,3000.0,
2026-09-12,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,GASOLINERIA KINKO S.R.L.,20000.0,
2026-09-12,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,PUERTO S.R.L,25000.0,
2026-09-12,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO LIDO S.R.L.,20000.0,
2026-09-11,Zona Comercial Puerto Suarez,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,GRUPO LDC S.R.L.,5000.0,
2026-09-11,Zona Comercial Puerto Suarez,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,DISTRIBUIDORA DE GAS MARGAS S.R.L,3000.0,
2026-09-11,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,GASOLINERIA KINKO S.R.L.,20000.0,
2026-09-11,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,PUERTO S.R.L,30000.0,
2026-09-11,Zona Comercial Puerto Suarez,GASOLINA ESPECIAL EESS,Gasolina Especial,GASOLINA_ESPECIAL,ESTACION DE SERVICIO LIDO S.R.L.,20000.0,
