fecha_programacion,distrito_nombre,producto,familia,familia_codigo,cliente,volumen_programado,canal
2026-09-14,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-11,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-10,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-09,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-08,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-07,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-04,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-03,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-02,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-01,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-15,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-16,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,
2026-09-17,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,VENTAS
2026-09-18,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,8000.0,VENTAS
2026-09-22,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,5000.0,VENTAS
2026-09-23,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,5000.0,VENTAS
2026-09-24,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,5000.0,VENTAS
2026-09-25,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,5000.0,VENTAS
2026-09-25,Planta Engarrafadora Atocha,GLP DISTRIB. 10 KILOS NAL,GLP,GLP,AGENCIA CANTONAL GERMAN SOLIZ AGUILAR,6000.0,VENTAS
